Sample,InsertionSortTime,InsertionSortCompares,InsertionSortMemaccess,MergeSortTime,MergeSortCompares,MergeSortMemaccess,QuickSortTime,QuickSortCompares,QuickSortMemaccess
Sample01,0.000000,39,198,0.000000,22,180,0.000000,53,86
Sample02,0.000000,27,126,0.000000,21,178,0.000000,50,91
Sample03,0.000000,33,162,0.000000,25,186,0.000000,46,79
Sample04,0.000000,33,162,0.000000,22,180,0.000000,49,98
Sample05,0.000000,24,108,0.000000,24,184,0.000000,50,87
Sample06,0.000000,29,138,0.000000,23,182,0.000000,61,102
Sample07,0.000000,36,180,0.000000,23,182,0.000000,47,84
Sample08,0.000000,34,168,0.000000,22,180,0.000000,52,97
Sample09,0.000000,33,162,0.000000,24,184,0.000000,46,87
Sample10,0.000000,32,156,0.000000,23,182,0.000000,49,86
